"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,586,65.1111111111111,58.0144444444444,165.946936625998,0,2218,0,26
"01",900,766,85.1111111111111,13.4255555555556,62.5498245203129,0,948,0,0
"02",900,808,89.7777777777778,8.09111111111111,40.3597081110425,0,733,0,0
"03",900,780,86.6666666666667,8.29,33.5105002387519,0,348,0,0
"04",900,769,85.4444444444444,10.2044444444444,39.6988998570221,0,451,0,0
"05",900,770,85.5555555555556,8.47777777777778,33.2253999684749,0,360,0,0
"06",900,654,72.6666666666667,54.9422222222222,194.448557141385,0,1673,0,5
"07",900,392,43.5555555555556,123.064444444444,239.859419019453,0,1621,0,121
"08",861,266,30.8943089430894,155.445993031359,252.263291623625,0,1726,0,189
"09",840,217,25.8333333333333,178.120238095238,280.320480767932,0,1571,0,223
"10",840,141,16.7857142857143,309.761904761905,336.252647757457,0,1726,19,567
"11",840,208,24.7619047619048,280.860714285714,359.024145362126,0,1782,3,438
"12",840,140,16.6666666666667,263.405952380952,325.993993981978,0,3124,23.5,410
"13",840,99,11.7857142857143,302.294047619048,349.154593438885,0,3537,36,467
"14",870,56,6.4367816091954,317.029885057471,342.191793445887,0,2513,66,467
"15",900,229,25.4444444444444,171.75,284.574945507644,0,2674,0,210.75
"16",900,312,34.6666666666667,175.355555555556,275.997275990133,0,2288,0,266
"17",900,207,23,210.545555555556,394.769530675208,0,8000,3,284
"18",900,150,16.6666666666667,284.988888888889,319.725942657314,0,2218,19,467
"19",900,220,24.4444444444444,221.53,296.042484456019,0,2150,3,336
"20",900,222,24.6666666666667,295.887777777778,414.867168076058,0,3124,3,424
"21",900,241,26.7777777777778,163.071111111111,299.845161096193,0,2361,0,195
"22",900,301,33.4444444444444,103.43,214.868313630575,0,2593,0,104
"23",900,327,36.3333333333333,97.5755555555556,209.620940432142,0,2845,0,86
