"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,297,33,159.966666666667,238.012513575368,0,1968,0,220
"01",900,427,47.4444444444444,99.1466666666667,178.32715008738,0,1234,0,132
"02",900,512,56.8888888888889,83.0533333333333,175.256492281351,0,1355,0,84
"03",900,564,62.6666666666667,68.8922222222222,158.103191213233,0,1442,0,63
"04",900,645,71.6666666666667,64.6944444444444,173.986411486019,0,1273,0,16.25
"05",900,683,75.8888888888889,55.28,168.124422382821,0,1849,0,0
"06",900,671,74.5555555555556,86.3733333333333,256.707757387663,0,2444,0,2
"07",900,564,62.6666666666667,162.264444444444,345.148361745171,0,2227,0,147
"08",900,440,48.8888888888889,199.578888888889,306.743996188799,0,1488,0,297.5
"09",900,486,54,215.495555555556,345.85840876343,0,2853,0,358
"10",900,484,53.7777777777778,276.877777777778,431.374937318779,0,2521,0,494
"11",856,370,43.2242990654206,306.068925233645,493.752023530873,0,3542,0,478
"12",900,265,29.4444444444444,417.156666666667,531.428382376314,0,3130,0,679
"13",900,203,22.5555555555556,483.91,570.678623123276,0,3434,25.5,746
"14",900,125,13.8888888888889,491.932222222222,565.748295032426,0,2853,54.5,770
"15",900,136,15.1111111111111,498.023333333333,542.680981750127,0,2521,43,847
"16",900,233,25.8888888888889,337.66,408.775294428145,0,2600,0,565.75
"17",900,228,25.3333333333333,403.235555555556,546.401798626213,0,5631,0,657
"18",900,194,21.5555555555556,364.295555555556,555.141156309367,0,5294,6.75,526
"19",900,185,20.5555555555556,380.661111111111,439.298530282588,0,2943,23,584.5
"20",900,158,17.5555555555556,449.616666666667,586.560173655903,0,3542,32,679
"21",900,172,19.1111111111111,443.596666666667,573.191429148577,0,3887,24.75,657
"22",900,216,24,303.774444444444,494.910006552041,0,6776,2,434
"23",900,180,20,246.778888888889,329.038175968371,0,4009,9,347
