"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1320,794,60.1515151515152,145.77196969697,317.871329677818,0,2492,0,161
"01",1320,1072,81.2121212121212,65.6242424242424,202.395411686888,0,2341,0,0
"02",1320,1192,90.3030303030303,14.5909090909091,78.5281640436959,0,1463,0,0
"03",1320,1195,90.530303030303,16.0401515151515,83.0977249801017,0,1034,0,0
"04",1320,1207,91.4393939393939,17.1984848484848,86.9511029922952,0,911,0,0
"05",1320,1156,87.5757575757576,17.0787878787879,84.6475268117469,0,1375,0,0
"06",1320,1163,88.1060606060606,16.6431818181818,82.2864822093333,0,1463,0,0
"07",1320,1181,89.469696969697,12.3287878787879,61.0776069919325,0,883,0,0
"08",1320,999,75.6818181818182,79.1628787878788,235.016586740725,0,2199,0,0
"09",1305,953,73.0268199233716,82.3386973180077,225.491654885826,0,1882,0,12
"10",1260,755,59.9206349206349,196.361111111111,395.162415905105,0,3399,0,223
"11",1260,620,49.2063492063492,227.520634920635,407.87544476958,0,3296,0,293
"12",1260,484,38.4126984126984,263,356.300760496106,0,2341,0,449
"13",1320,374,28.3333333333333,318.610606060606,391.820224836582,0,2570,0,512
"14",1320,338,25.6060606060606,376.209090909091,453.808396652774,0,3399,0,600
"15",1320,307,23.2575757575758,399.653787878788,418.100793501043,0,2570,11.5,662
"16",1320,329,24.9242424242424,460.041666666667,496.112646411061,0,5931,3,728
"17",1320,427,32.3484848484849,354.247727272727,426.128282458261,0,3506,0,545
"18",1320,384,29.0909090909091,320.292424242424,372.992808810022,0,3847,0,512
"19",1320,425,32.1969696969697,252.676515151515,334.244762014333,0,2269,0,381
"20",1320,385,29.1666666666667,303.987121212121,381.026655487327,0,2911,0,512
"21",1320,349,26.4393939393939,356.725,406.781352038397,0,2570,0,600
"22",1320,392,29.6969696969697,333.563636363636,428.772679995292,0,3399,0,512
"23",1320,523,39.6212121212121,235.415909090909,346.837453070011,0,2003,0,346
