"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,405,45,83.9633333333333,157.031308349648,0,1073,0,85
"01",900,578,64.2222222222222,53.2666666666667,142.340565142138,0,1295,0,29
"02",900,711,79,26.7,158.24117763823,0,3622,0,0
"03",900,768,85.3333333333333,15.2311111111111,85.3119899383442,0,1336,0,0
"04",900,799,88.7777777777778,6.55111111111111,28.9913233325931,0,360,0,0
"05",900,763,84.7777777777778,8.44333333333333,34.2014269944083,0,453,0,0
"06",900,754,83.7777777777778,17.8922222222222,76.998927701211,0,1217,0,0
"07",900,530,58.8888888888889,56.9966666666667,122.77799941874,0,915,0,47
"08",900,478,53.1111111111111,50.0355555555556,111.006402636407,0,1515,0,56
"09",900,527,58.5555555555556,78.2722222222222,173.953551091129,0,1423,0,65
"10",960,472,49.1666666666667,164.228125,364.920630793253,0,3103,0,149
"11",960,352,36.6666666666667,189.365625,321.474306249095,0,2828,0,250
"12",960,244,25.4166666666667,249.703125,359.48132661112,0,3200,0,360
"13",960,209,21.7708333333333,315.402083333333,338.622623772215,0,2205,12.75,531
"14",960,208,21.6666666666667,331.932291666667,346.581001519324,0,2576,15,566
"15",960,240,25,272.85,324.665112454429,0,1665,2.25,483
"16",960,316,32.9166666666667,204.035416666667,282.359481410252,0,1829,0,316
"17",960,287,29.8958333333333,232.754166666667,324.939339784291,0,2347,0,349
"18",960,294,30.625,238.479166666667,350.715088926857,0,2347,0,349
"19",907,210,23.1532524807056,271.140022050717,373.935370602511,0,2576,7,384
"20",900,218,24.2222222222222,194.022222222222,252.012256608983,0,1718,3,296
"21",900,230,25.5555555555556,220.067777777778,284.301679188274,0,1773,0,349
"22",900,199,22.1111111111111,156.997777777778,206.413389108035,0,2420,5.5,234
"23",900,215,23.8888888888889,139.698888888889,184.150750134726,0,1255,3,212
