"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,756,84,21.4844444444444,96.0213105646912,0,1147,0,0
"01",900,709,78.7777777777778,40.6044444444444,128.671085547947,0,1110,0,0
"02",900,753,83.6666666666667,22.0955555555556,84.8339199468636,0,1076,0,0
"03",900,648,72,52.0288888888889,134.649692777857,0,948,0,12
"04",900,771,85.6666666666667,19.37,78.444824065657,0,834,0,0
"05",900,703,78.1111111111111,31.6433333333333,98.9544704353086,0,1110,0,0
"06",900,785,87.2222222222222,14.9511111111111,63.4385818686809,0,1010,0,0
"07",900,617,68.5555555555556,110.74,278.62107454626,0,2935,0,43
"08",900,332,36.8888888888889,187.192222222222,273.147252039083,0,1839,0,294
"09",900,280,31.1111111111111,223.237777777778,314.350058011283,0,2435,0,360
"10",915,140,15.3005464480874,305.621857923497,336.970684143998,0,2020,19,498
"11",960,139,14.4791666666667,261.826041666667,280.223179245774,0,2150,35.75,441.25
"12",960,140,14.5833333333333,241.008333333333,252.583852693795,0,1522,35,372
"13",937,221,23.5859124866596,222.156883671291,266.518684777592,0,1522,3,372
"14",900,160,17.7777777777778,276.04,264.931843314049,0,1958,22,451
"15",900,94,10.4444444444444,258.105555555556,241.613318175371,0,2084,40,424
"16",900,260,28.8888888888889,192.985555555556,273.315304421373,0,2759,0,336
"17",900,201,22.3333333333333,214.847777777778,232.524444982721,0,1475,3,372
"18",900,213,23.6666666666667,256.206666666667,305.165338507626,0,3222,3,438
"19",900,76,8.44444444444444,275.688888888889,240.721784700647,0,1898,55,438
"20",900,116,12.8888888888889,220.415555555556,253.30151168133,0,3124,28,348
"21",900,151,16.7777777777778,229.697777777778,265.800781394524,0,1522,19,360
"22",900,510,56.6666666666667,144.342222222222,281.999086050704,0,2084,0,126
"23",900,741,82.3333333333333,43.0188888888889,160.045657691919,0,1430,0,0
