"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",780,407,52.1794871794872,108.692307692308,242.465598194651,0,1894,0,94
"01",780,523,67.051282051282,88.2807692307692,271.609257187431,0,2146,0,3
"02",780,531,68.0769230769231,68.8948717948718,189.328389986281,0,1182,0,3
"03",780,579,74.2307692307692,28.2884615384615,96.3710209517012,0,919,0,3
"04",780,595,76.2820512820513,36.7576923076923,194.277619880551,0,3314,0,0
"05",780,621,79.6153846153846,15.1205128205128,69.8686707876385,0,759,0,0
"06",780,620,79.4871794871795,16.2282051282051,72.2746631351939,0,759,0,0
"07",780,623,79.8717948717949,20.1641025641026,93.435520007464,0,1300,0,0
"08",780,585,75,23.4205128205128,92.4394543673956,0,919,0,0.75
"09",780,565,72.4358974358974,43.7102564102564,135.177725062049,0,1146,0,3
"10",840,495,58.9285714285714,105.32619047619,266.868085834481,0,2507,0,67
"11",840,207,24.6428571428571,222.708333333333,356.356672617186,0,2356,3,312
"12",840,167,19.8809523809524,201.622619047619,304.838540217917,0,2356,3,259
"13",840,131,15.5952380952381,356.14880952381,548.783693988456,0,4245,3,469
"14",840,115,13.6904761904762,352.020238095238,582.794346135843,0,5437,3,517
"15",840,62,7.38095238095238,481.859523809524,708.17533621426,0,4379,5,646
"16",840,101,12.0238095238095,341.133333333333,554.74511007074,0,4116,3,469
"17",840,64,7.61904761904762,389.897619047619,579.774547439303,0,5437,3,568
"18",840,143,17.0238095238095,301.219047619048,490.936158694056,0,3991,3,338
"19",819,144,17.5824175824176,232.758241758242,363.865386813737,0,2929,3,283
"20",780,152,19.4871794871795,242.419230769231,464.178139512136,0,4805,3,250
"21",780,155,19.8717948717949,328.996153846154,683.877746009558,0,3869,3,235
"22",780,174,22.3076923076923,208.861538461538,382.160571280624,0,4116,3,250
"23",780,265,33.974358974359,137.851282051282,242.168341147365,0,1894,0,197
