"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1080,980,90.7407407407407,22.1657407407407,124.31718727252,0,1898,0,0
"01",1080,1019,94.3518518518518,4.14444444444444,25.6372619418773,0,348,0,0
"02",1080,973,90.0925925925926,20.1972222222222,98.1659571130864,0,1147,0,0
"03",1080,1034,95.7407407407407,9.0712962962963,85.8379160481947,0,1898,0,0
"04",1080,1022,94.6296296296296,4.71759259259259,30.8060822584698,0,451,0,0
"05",1080,1033,95.6481481481482,4.03055555555556,29.3485650153197,0,424,0,0
"06",1080,1029,95.2777777777778,7.02407407407407,44.0018048125305,0,605,0,0
"07",1080,972,90,22.8018518518519,115.369871394065,0,1183,0,0
"08",1080,797,73.7962962962963,61.7,169.206852804916,0,1430,0,3
"09",1080,601,55.6481481481481,79.3657407407407,163.613370671446,0,1110,0,73
"10",1037,499,48.1195756991321,85.297974927676,166.094721445427,0,1147,0,80
"11",1050,442,42.0952380952381,116.461904761905,204.1560669961,0,2020,0,142
"12",1080,446,41.2962962962963,92.85,179.57472596595,0,2150,0,101
"13",1080,567,52.5,56.7675925925926,124.183713447376,0,1183,0,50
"14",1080,608,56.2962962962963,51.2481481481481,121.640750544567,0,1475,0,38
"15",1080,553,51.2037037037037,80.487962962963,165.002591727107,0,1301,0,76
"16",1080,457,42.3148148148148,86.8324074074074,157.405501214377,0,1043,0,97
"17",1080,600,55.5555555555556,72.4324074074074,160.279641706723,0,1621,0,62
"18",1080,553,51.2037037037037,115.962962962963,203.697545414506,0,1261,0,138.25
"19",1080,553,51.2037037037037,88.2046296296296,184.771415971725,0,1386,0,73
"20",1080,604,55.9259259259259,72.5425925925926,171.130640309053,0,2084,0,40.5
"21",1080,593,54.9074074074074,71.6537037037037,158.637287996537,0,1475,0,59.75
"22",1080,810,75,35.6175925925926,119.917971136223,0,1183,0,0.75
"23",1080,857,79.3518518518518,54.1074074074074,197.307665033435,0,1958,0,0
