"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,325,36.1111111111111,117.897777777778,272.877666559909,0,2269,0,106
"01",900,435,48.3333333333333,78.5444444444445,220.525566034863,0,4354,0,60.75
"02",900,502,55.7777777777778,68.3677777777778,244.412089478767,0,3097,0,23.5
"03",900,568,63.1111111111111,45.63,146.69524450658,0,1463,0,3
"04",900,594,66,33.3988888888889,115.50219120125,0,1332,0,3
"05",900,631,70.1111111111111,64.78,216.814608503467,0,1712,0,3
"06",900,659,73.2222222222222,34.9222222222222,114.593097200882,0,1290,0,3
"07",900,573,63.6666666666667,82.0188888888889,250.529691754045,0,2066,0,13
"08",900,498,55.3333333333333,157.188888888889,336.955461732259,0,2492,0,116
"09",900,507,56.3333333333333,214.145555555556,391.693723754004,0,2066,0,307.75
"10",960,320,33.3333333333333,282.225,442.451940798749,0,2651,0,449
"11",960,281,29.2708333333333,333.309375,518.676471091414,0,2492,0,464
"12",960,234,24.375,306.563541666667,475.521006317684,0,2570,3,421
"13",960,163,16.9791666666667,400.392708333333,510.063476134185,0,4490,3,662
"14",960,160,16.6666666666667,431.122916666667,536.333137232517,0,2199,3,776
"15",960,291,30.3125,440.232291666667,585.444562681974,0,2735,0,828
"16",960,295,30.7291666666667,449.632291666667,570.608029797517,0,3002,0,941
"17",960,190,19.7916666666667,440.45625,565.734890917429,0,3399,3,776
"18",960,199,20.7291666666667,466.052083333333,611.61934275627,0,4778,3,854
"19",935,150,16.0427807486631,479.211764705882,584.450035296996,0,4354,5,854
"20",900,81,9,415.54,460.261024698493,0,2066,57,683
"21",900,112,12.4444444444444,396.178888888889,508.144974407353,0,3097,3,625
"22",900,98,10.8888888888889,265.796666666667,374.865611499916,0,2066,3,369
"23",900,151,16.7777777777778,191.686666666667,320.886275531144,0,2570,3,256
