"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",960,532,55.4166666666667,104.25625,211.522681031419,0,1882,0,112.25
"01",960,586,61.0416666666667,89.3989583333333,211.380871867855,0,2131,0,52.25
"02",960,630,65.625,48.190625,130.006786201414,0,1137,0,23
"03",960,631,65.7291666666667,47.015625,140.926587969372,0,1767,0,20.5
"04",960,819,85.3125,22.659375,108.327206875043,0,1558,0,0
"05",960,823,85.7291666666667,20.5822916666667,87.4349065128551,0,911,0,0
"06",960,803,83.6458333333333,33.3645833333333,114.846483178505,0,883,0,0
"07",960,859,89.4791666666667,16.6041666666667,78.6879608705016,0,1034,0,0
"08",940,850,90.4255319148936,6.4436170212766,30.8203425709336,0,564,0,0
"09",930,774,83.2258064516129,30.3720430107527,117.369368435974,0,1659,0,0
"10",960,750,78.125,87.9322916666667,266.27928488501,0,1659,0,0
"11",960,609,63.4375,116.910416666667,265.562515681274,0,1824,0,96
"12",960,490,51.0416666666667,199.498958333333,377.334004549721,0,2735,0,214
"13",960,354,36.875,251.040625,378.116957006472,0,2911,0,394
"14",960,360,37.5,195.115625,307.153048102964,0,2199,0,248
"15",960,315,32.8125,301.325,473.76680003283,0,3506,0,434
"16",960,338,35.2083333333333,218.43125,332.782398227227,0,3002,0,346
"17",960,293,30.5208333333333,247.16875,363.859875546682,0,2131,0,369
"18",960,358,37.2916666666667,179.103125,307.908574229546,0,2735,0,214
"19",960,354,36.875,207.796875,349.708598178339,0,2415,0,248
"20",960,314,32.7083333333333,171.20625,304.863536648089,0,1712,0,175
"21",960,372,38.75,188.85,344.948963899757,0,2131,0,202.75
"22",960,412,42.9166666666667,176.9,316.414295937491,0,2341,0,225
"23",960,471,49.0625,139.370833333333,254.715609440677,0,1418,0,156
