"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,274,30.4444444444444,116.368888888889,215.186127698384,0,1712,0,119.75
"01",900,480,53.3333333333333,54.4644444444444,169.224902717991,0,1822,0,34
"02",900,410,45.5555555555556,50.4888888888889,131.722805696193,0,1512,0,44
"03",900,567,63,21.9988888888889,69.8694874125257,0,977,0,19
"04",900,619,68.7777777777778,21.41,66.3227329461814,0,736,0,10
"05",900,739,82.1111111111111,12.9622222222222,54.3420010328804,0,736,0,0
"06",900,710,78.8888888888889,13.6144444444444,49.9511353240164,0,713,0,0
"07",900,730,81.1111111111111,19.3033333333333,84.9352314252668,0,1560,0,0
"08",883,616,69.762174405436,68.0056625141563,182.429469400555,0,1378,0,13
"09",840,196,23.3333333333333,132.915476190476,225.496150089918,0,1421,4,119
"10",870,101,11.6091954022989,124.766666666667,168.276963714792,0,1560,17.25,161
"11",900,74,8.22222222222222,219.766666666667,234.640948815326,0,2642,59,259
"12",900,118,13.1111111111111,352.89,322.792356744795,0,1712,66,537
"13",900,34,3.77777777777778,508.204444444444,436.766145218126,0,4609,204,691
"14",900,120,13.3333333333333,439.643333333333,445.627430729875,0,2407,50.5,669
"15",900,166,18.4444444444444,371.153333333333,478.235011458435,0,3280,24,609
"16",900,183,20.3333333333333,211.731111111111,319.068595372081,0,2898,8.75,292
"17",900,388,43.1111111111111,198.246666666667,328.537808295212,0,3180,0,294.5
"18",900,387,43,148.433333333333,249.205172538658,0,1609,0,197
"19",900,246,27.3333333333333,215.567777777778,314.879793907606,0,2000,0,302
"20",900,180,20,237.316666666667,342.643694838973,0,3280,10.75,354
"21",900,268,29.7777777777778,188.025555555556,341.192801376343,0,2990,0,210
"22",900,237,26.3333333333333,167.545555555556,249.351664622191,0,1512,0,219
"23",900,216,24,113.501111111111,174.788583557492,0,1335,2,147.25
