"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,785,87.2222222222222,24.5466666666667,97.2381972672593,0,809,0,0
"01",900,787,87.4444444444444,19.6522222222222,82.6887172843745,0,712,0,0
"02",900,563,62.5555555555556,98.49,185.815985709115,0,1111,0,102
"03",900,438,48.6666666666667,123.351111111111,230.79800877666,0,2016,0,161.5
"04",900,427,47.4444444444444,83.52,163.582258598365,0,1428,0,85
"05",900,477,53,85.34,174.842334696791,0,1260,0,67
"06",900,373,41.4444444444444,127.235555555556,235.203918489408,0,1954,0,125
"07",900,442,49.1111111111111,98.0544444444444,180.83094672316,0,1474,0,116
"08",900,478,53.1111111111111,98.8566666666667,201.251320503617,0,1521,0,98
"09",900,411,45.6666666666667,131.065555555556,267.153901419442,0,2356,0,143
"10",930,413,44.4086021505376,151.872043010753,297.573711636231,0,2214,0,197
"11",916,346,37.7729257641921,178.826419213974,301.56263592941,0,2929,0,268
"12",900,456,50.6666666666667,166.895555555556,301.493586747845,0,1894,0,219
"13",900,458,50.8888888888889,92.2033333333333,187.273992197272,0,1521,0,82
"14",900,557,61.8888888888889,59.4355555555556,147.752285186314,0,1428,0,46.25
"15",900,577,64.1111111111111,61.9977777777778,151.273584728656,0,948,0,34
"16",900,712,79.1111111111111,29.09,92.6687002054917,0,1076,0,0
"17",900,720,80,30.0166666666667,110.870971666058,0,1146,0,0
"18",900,577,64.1111111111111,47.3955555555556,122.730263857547,0,1384,0,29
"19",900,663,73.6666666666667,30.9055555555556,98.324726878384,0,919,0,3.5
"20",900,652,72.4444444444444,21.8288888888889,68.4563439143762,0,667,0,8
"21",900,780,86.6666666666667,15.2733333333333,66.1663454675035,0,667,0,0
"22",900,847,94.1111111111111,5.67,36.0771788875597,0,411,0,0
"23",900,815,90.5555555555556,15.2688888888889,75.4437884498899,0,1341,0,0
