"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,381,42.3333333333333,70.7322222222222,103.570723879335,0,700,0,108
"01",900,283,31.4444444444444,86.84,134.613486821567,0,1089,0,116
"02",900,378,42,74.6133333333333,127.139581708176,0,1355,0,96
"03",900,431,47.8888888888889,74.4566666666667,147.163417787978,0,930,0,84
"04",900,394,43.7777777777778,77.7877777777778,141.941270287579,0,930,0,84
"05",900,462,51.3333333333333,56.7688888888889,120.927201778678,0,1089,0,55
"06",900,447,49.6666666666667,58.6244444444444,119.380403859296,0,746,0,66
"07",900,551,61.2222222222222,45.9111111111111,113.150420564657,0,990,0,35
"08",857,546,63.7106184364061,43.2345390898483,110.069231917932,0,930,0,27
"09",840,443,52.7380952380952,51.5607142857143,113.70617941289,0,959,0,45
"10",840,562,66.9047619047619,27.2916666666667,77.5521781494055,0,679,0,11
"11",840,558,66.4285714285714,52.5857142857143,140.894375557903,0,1022,0,20.5
"12",870,568,65.2873563218391,61.7988505747126,168.757763487958,0,1273,0,27
"13",900,539,59.8888888888889,55.0477777777778,124.220582024048,0,959,0,43.5
"14",900,470,52.2222222222222,64.6688888888889,122.394052292519,0,959,0,87
"15",900,298,33.1111111111111,128.436666666667,190.883862419396,0,1055,0,163
"16",900,318,35.3333333333333,90.8144444444444,141.95549135693,0,959,0,128
"17",900,428,47.5555555555556,81.7011111111111,155.593987629755,0,1196,0,99
"18",900,341,37.8888888888889,94.6255555555556,158.087607581975,0,1159,0,124
"19",900,277,30.7777777777778,93.6944444444444,148.435508151979,0,1234,0,124
"20",900,316,35.1111111111111,89.9088888888889,159.659372290055,0,1355,0,112
"21",900,383,42.5555555555556,75.0777777777778,123.859471104859,0,873,0,103
"22",900,391,43.4444444444444,69.8011111111111,108.154965445365,0,847,0,108
"23",900,397,44.1111111111111,73.4155555555556,124.060879697086,0,873,0,99
