"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,234,26,138.064444444444,218.920336540673,0,1463,0,181
"01",900,543,60.3333333333333,44.6477777777778,115.025466762604,0,1137,0,32
"02",900,627,69.6666666666667,26.2166666666667,84.3900496404003,0,1002,0,5
"03",900,689,76.5555555555556,19.86,78.2668232225674,0,1034,0,0
"04",900,734,81.5555555555556,8.29333333333333,33.8724716865112,0,421,0,0
"05",900,718,79.7777777777778,12.0722222222222,45.4882094950454,0,776,0,0
"06",900,758,84.2222222222222,9.3,39.2896463080006,0,407,0,0
"07",900,694,77.1111111111111,45.3133333333333,188.784613515863,0,2735,0,0
"08",861,628,72.938443670151,35.6434378629501,103.724195644608,0,941,0,7
"09",870,545,62.6436781609195,73.4218390804598,164.334562141445,0,1558,0,59.25
"10",900,314,34.8888888888889,94.3933333333333,162.375650240049,0,1824,0,116
"11",900,252,28,124.221111111111,213.098036311847,0,1767,0,157.25
"12",900,186,20.6666666666667,138.114444444444,196.257818934729,0,1882,5,189.5
"13",900,148,16.4444444444444,150,189.90947436565,0,1463,13,223
"14",900,149,16.5555555555556,153.233333333333,194.996212278892,0,1250,8,233
"15",900,107,11.8888888888889,217.59,422.020451019825,0,3195,22,250
"16",900,154,17.1111111111111,107.904444444444,146.950128056948,0,1212,9.5,151
"17",900,237,26.3333333333333,99.7933333333333,145.410322581435,0,1212,0,136
"18",900,182,20.2222222222222,109.464444444444,142.415737678112,0,828,5,161
"19",900,243,27,108.537777777778,156.740277849327,0,1034,0,161
"20",900,244,27.1111111111111,96.4,158.076254813709,0,1882,0,116
"21",900,218,24.2222222222222,85.83,130.387166218811,0,1250,3,106
"22",900,221,24.5555555555556,87.7411111111111,157.595159659302,0,1375,3,106
"23",900,205,22.7777777777778,71.5666666666667,123.144447951092,0,1212,3,83
