"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1740,1333,76.6091954022989,42.1137931034483,171.567769138352,0,2016,0,0
"01",1740,1536,88.2758620689655,5.49597701149425,50.7325348574704,0,1260,0,0
"02",1740,1549,89.0229885057471,1.85287356321839,12.5691722796448,0,235,0,0
"03",1740,1513,86.9540229885058,5.07126436781609,36.3024573408089,0,646,0,0
"04",1740,1491,85.6896551724138,3.39252873563218,29.7599839280964,0,783,0,0
"05",1740,1408,80.9195402298851,3.15344827586207,19.3172126212921,0,398,0,0
"06",1740,1479,85,4.0264367816092,26.5738285419015,0,500,0,0
"07",1740,1446,83.1034482758621,13.3609195402299,81.9236005841966,0,1300,0,0
"08",1740,1092,62.7586206896552,95.6114942528736,251.824677926821,0,1780,0,14.25
"09",1740,737,42.3563218390805,157.503448275862,268.641894532788,0,2507,0,227
"10",1800,679,37.7222222222222,277.91,420.222425433403,0,3418,0,469
"11",1767,709,40.1245048104131,340.768534238823,471.945220592789,0,2929,0,606
"12",1740,689,39.5977011494253,300.048275862069,422.395109453711,0,2752,0,517
"13",1740,611,35.1149425287356,304.822413793103,426.632646053337,0,2839,0,504.25
"14",1740,629,36.1494252873563,280.20632183908,391.415281164633,0,2929,0,473
"15",1740,721,41.4367816091954,316.757471264368,443.384997794944,0,2668,0,587
"16",1740,756,43.448275862069,266.512643678161,378.239539645525,0,2356,0,469
"17",1740,668,38.3908045977011,212.965517241379,347.030286159304,0,2929,0,328
"18",1740,710,40.8045977011494,266.893103448276,532.991924044583,0,6964,0,398
"19",1740,733,42.1264367816092,176.536781609195,364.842831015339,0,3752,0,211
"20",1740,705,40.5172413793103,134.802298850575,254.63001380043,0,1672,0,155.5
"21",1740,761,43.735632183908,94.414367816092,194.59143474328,0,1672,0,98
"22",1740,848,48.735632183908,99.9166666666667,239.084316665416,0,2214,0,73
"23",1740,917,52.7011494252874,102.932183908046,270.770722858852,0,2507,0,46.25
