"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,1,0.111111111111111,126.978888888889,298.737582246685,0,2420,4,74
"01",900,1,0.111111111111111,38.2355555555556,120.940079585224,0,1829,4,9
"02",900,0,0,84.0866666666667,250.207004931954,3,1946,4,12
"03",900,0,0,28.6511111111111,139.210480155746,3,1946,4,6
"04",900,0,0,18.2744444444444,56.5770484937575,3,687,4,6
"05",900,0,0,15.0322222222222,50.7873499173781,3,806,4,6
"06",900,0,0,16.8544444444444,53.0568768650408,3,605,4,6
"07",900,0,0,230.412222222222,437.013746389553,3,2347,4,250
"08",900,0,0,290.503333333333,376.015479336661,3,2497,10,397
"09",960,0,0,314.516666666667,386.66557201432,3,2347,10,483
"10",928,0,0,340.867456896552,356.984286331173,3,2347,53,515
"11",900,0,0,321.402222222222,386.374351482311,3,2497,50,438
"12",900,0,0,407.351111111111,370.749781522957,3,2420,149,549
"13",900,0,0,343.556666666667,348.977454499011,3,2420,94,483
"14",900,0,0,353.364444444444,345.223137947999,3,2420,107,499
"15",900,0,0,317.437777777778,380.331767114262,3,3200,65,427.5
"16",900,0,0,439.176666666667,479.042511030974,3,2657,77,733
"17",900,0,0,333.495555555556,425.068415591545,3,2420,15,483
"18",900,0,0,432.603333333333,467.341420987758,4,2420,47,644
"19",900,0,0,340.318888888889,474.850969512349,4,4361,24.75,424
"20",900,0,0,327.094444444444,483.24578225243,3,2741,15,349
"21",900,0,0,296.242222222222,423.978341729086,3,4228,13,363
"22",900,0,0,233.286666666667,278.890763358238,3,2138,30.5,285
"23",900,0,0,227.833333333333,407.585078502661,3,6128,6,268
