"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",2760,2358,85.4347826086956,50.0938405797101,208.623676986183,0,3200,0,0
"01",2707,2532,93.5352789065386,12.2534170668637,86.411779422831,0,2072,0,0
"02",2700,2570,95.1851851851852,8.15148148148148,64.7402054318685,0,1379,0,0
"03",2700,2640,97.7777777777778,2.06481481481481,20.998276693237,0,566,0,0
"04",2700,2619,97,2.54,20.5315495665285,0,483,0,0
"05",2700,2623,97.1481481481482,2.00814814814815,16.1558478365742,0,285,0,0
"06",2700,2505,92.7777777777778,22.7066666666667,128.446481402415,0,1515,0,0
"07",2700,2373,87.8888888888889,32.7066666666667,136.143732321084,0,1718,0,0
"08",2700,2168,80.2962962962963,80.7918518518518,235.84448865927,0,2576,0,0
"09",2700,2042,75.6296296296296,113.672592592593,283.205006002573,0,2205,0,0
"10",2700,1909,70.7037037037037,122.283333333333,279.23436066699,0,3200,0,100
"11",2700,1886,69.8518518518518,128.546296296296,283.531734102921,0,3103,0,112
"12",2700,1918,71.037037037037,128.424814814815,268.928907371879,0,2275,0,99
"13",2700,1908,70.6666666666667,137.408888888889,287.544736978202,0,2497,0,143
"14",2700,1904,70.5185185185185,123.26037037037,262.470643718947,0,1946,0,112
"15",2760,1961,71.0507246376812,115.947826086957,252.958307265357,0,3200,0,93
"16",2760,2041,73.9492753623188,138.971739130435,354.532301091809,0,3974,0,22.5
"17",2760,2162,78.3333333333333,90.7702898550725,244.988406767425,0,2576,0,0
"18",2760,2047,74.1666666666667,111.647826086957,272.742399901858,0,2657,0,4
"19",2760,2066,74.8550724637681,106.250724637681,258.303267354983,0,2657,0,3
"20",2760,2039,73.8768115942029,94.0188405797101,238.27299152928,0,1946,0,12.25
"21",2760,2037,73.804347826087,88.575,219.913298407805,0,2072,0,25.25
"22",2760,2117,76.7028985507246,69.7974637681159,220.61763427192,0,3009,0,0
"23",2760,2241,81.195652173913,62.0329710144928,206.530484152454,0,3200,0,0
