"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1320,631,47.8030303030303,86.8409090909091,256.615917336117,0,2651,0,3.5
"01",1320,721,54.6212121212121,53.2492424242424,225.844913475076,0,3968,0,3
"02",1320,809,61.2878787878788,23.6007575757576,92.1606970777389,0,1137,0,3
"03",1320,906,68.6363636363636,12.7734848484848,62.5619042752265,0,683,0,3
"04",1320,901,68.2575757575758,13.9825757575758,75.1198617608199,0,1712,0,3
"05",1320,905,68.5606060606061,20.3583333333333,93.4177988746025,0,1375,0,3
"06",1320,964,73.030303030303,12.9924242424242,64.080360396211,0,705,0,3
"07",1320,967,73.2575757575758,13.1181818181818,58.4925334532313,0,620,0,3
"08",1320,913,69.1666666666667,21.6257575757576,90.5449893169338,0,1418,0,3
"09",1320,791,59.9242424242424,66.5106060606061,226.051608449765,0,2341,0,3
"10",1320,607,45.9848484848485,160.523484848485,402.563161212882,0,4221,0,86
"11",1275,294,23.0588235294118,300.734901960784,507.123058270748,0,3399,3,394
"12",1260,205,16.2698412698413,210.634126984127,396.107442373312,0,2735,3,208
"13",1260,179,14.2063492063492,260.999206349206,473.118062802138,0,4354,3,283
"14",1260,171,13.5714285714286,301.016666666667,440.781233527499,0,3195,3,434
"15",1320,139,10.530303030303,310.393939393939,430.003694777147,0,2492,3,479
"16",1320,241,18.2575757575758,282.30303030303,459.307304525859,0,3097,3,346
"17",1320,297,22.5,168.416666666667,297.995172266196,0,2341,3,208
"18",1320,183,13.8636363636364,172.373484848485,303.738107024472,0,2492,3,208
"19",1320,225,17.0454545454545,159.393181818182,295.801629811463,0,2199,3,175
"20",1320,205,15.530303030303,167.9,321.32248143188,0,3097,3,194
"21",1320,201,15.2272727272727,197.922727272727,392.127139837265,0,2911,3,189.5
"22",1320,263,19.9242424242424,153.631060606061,355.926868618805,0,2911,3,131
"23",1320,376,28.4848484848485,166.393181818182,390.836422467371,0,3616,0,136
