"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",2220,1798,80.990990990991,82.1175675675676,265.196425127385,0,2561,0,0
"01",2160,1943,89.9537037037037,37.5685185185185,201.098850079086,0,2561,0,0
"02",2100,1987,94.6190476190476,13.7490476190476,106.064842024672,0,2334,0,0
"03",2100,1993,94.9047619047619,5.76285714285714,41.6387164476968,0,649,0,0
"04",2160,2044,94.6296296296296,6.24722222222222,50.4761395042829,0,1008,0,0
"05",2160,2054,95.0925925925926,4.60833333333333,38.2705360263523,0,784,0,0
"06",2160,2000,92.5925925925926,25.5421296296296,169.821141458434,0,3083,0,0
"07",2160,1889,87.4537037037037,80.3240740740741,310.636527060948,0,2990,0,0
"08",2129,1741,81.7754814466886,72.4377642085486,234.106556296516,0,2127,0,0
"09",2100,1510,71.9047619047619,161.507619047619,391.754448375338,0,2642,0,19
"10",2100,1374,65.4285714285714,238.587142857143,482.582398009336,0,2990,0,197
"11",2100,1306,62.1904761904762,161.430476190476,361.742845215446,0,2407,0,132
"12",2100,1292,61.5238095238095,182.439047619048,353.111785302517,0,2062,0,217
"13",2100,1292,61.5238095238095,201.650476190476,388.502518013551,0,2642,0,256
"14",2100,1288,61.3333333333333,197.458571428571,438.490917362809,0,3712,0,155
"15",2160,1297,60.0462962962963,238.094444444444,444.019719409321,0,2561,0,273
"16",2160,1296,60,235.785648148148,415.830984831399,0,2263,0,321
"17",2160,1293,59.8611111111111,232.051388888889,423.754330814052,0,2263,0,285.25
"18",2160,1306,60.462962962963,266.218518518519,468.392551832304,0,2561,0,390
"19",2160,1340,62.037037037037,218.928703703704,404.5084214223,0,2263,0,265
"20",2160,1320,61.1111111111111,410.264351851852,905.32367063544,0,4753,0,402
"21",2160,1356,62.7777777777778,172.879166666667,341.959420450823,0,2407,0,196
"22",2160,1394,64.537037037037,145.135185185185,325.69747335958,0,2561,0,86.75
"23",2160,1443,66.8055555555556,149.147685185185,359.894073686131,0,2898,0,66
