"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,567,63,69.9555555555555,186.142798719864,0,1398,0,3
"01",900,581,64.5555555555556,50.8455555555556,161.625074364116,0,1355,0,2
"02",900,636,70.6666666666667,14.9122222222222,58.3727623405416,0,873,0,2
"03",900,634,70.4444444444444,12.22,46.7150074853938,0,598,0,2
"04",900,625,69.4444444444444,11.4066666666667,43.1922927043067,0,598,0,2
"05",900,587,65.2222222222222,11.3133333333333,40.8752904082917,0,408,0,2
"06",900,291,32.3333333333333,214.064444444444,302.169401733469,0,1488,0,336
"07",900,225,25,194.251111111111,308.372745226883,0,2031,1.5,243
"08",900,268,29.7777777777778,153.766666666667,217.066489713678,0,1273,0,243
"09",960,233,24.2708333333333,236.705208333333,327.158712753473,0,2031,2,394
"10",934,157,16.8094218415418,267.457173447537,296.910002544316,0,2521,22,417.75
"11",900,113,12.5555555555556,294.078888888889,318.315794182994,0,1633,49,421
"12",900,129,14.3333333333333,264.156666666667,303.080419563893,0,3035,32,394
"13",900,129,14.3333333333333,264.217777777778,310.929828943378,0,1793,24,382
"14",900,81,9,271.892222222222,339.263100126441,0,2160,40.5,370
"15",900,23,2.55555555555556,307.958888888889,318.35978324754,0,2031,72,449
"16",900,35,3.88888888888889,243.676666666667,275.156905202348,0,1633,19.75,382
"17",900,104,11.5555555555556,277.465555555556,357.568220319804,0,2521,13,408
"18",900,75,8.33333333333333,324.942222222222,373.964026922656,0,3887,45,494
"19",900,47,5.22222222222222,230.901111111111,255.25317362601,0,1583,46.5,317.75
"20",900,35,3.88888888888889,227.667777777778,294.504575725024,0,2160,43,286
"21",900,62,6.88888888888889,200.426666666667,249.982068678404,0,1442,19.75,286
"22",900,68,7.55555555555556,237.753333333333,279.978052611955,0,1633,14.75,349.75
"23",900,279,31,166.304444444444,263.50950191559,0,1583,0,234
