"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1980,983,49.6464646464646,22.5535353535354,126.6538600494,0,1954,0,3
"01",1980,1048,52.9292929292929,4.86414141414141,29.9151778299659,0,734,0,3
"02",1980,962,48.5858585858586,7.75,51.1792086168178,0,862,0,3
"03",1980,912,46.0606060606061,5.18989898989899,29.4502655243407,0,948,0,3
"04",1980,893,45.1010101010101,8.83131313131313,52.9597445422819,0,1076,0,3
"05",1980,770,38.8888888888889,16.0151515151515,66.7432143947123,0,1042,0,3
"06",1980,503,25.4040404040404,127.779292929293,323.193026636409,0,1954,0,5
"07",1980,220,11.1111111111111,180.625757575758,322.024242530503,0,1954,3,268
"08",1953,164,8.39733742959549,194.178699436764,364.285637844118,0,2929,3,259
"09",1920,145,7.55208333333333,233.848958333333,403.5045617057,0,2430,3,341
"10",1920,170,8.85416666666667,214.294791666667,365.23806162726,0,2214,3,317
"11",1920,295,15.3645833333333,194.478125,331.725370225587,0,2284,3,296
"12",1920,256,13.3333333333333,224.840104166667,416.549669118986,0,2839,3,296
"13",1920,350,18.2291666666667,217.454166666667,366.856536790704,0,2752,3,352
"14",1920,380,19.7916666666667,184.046875,326.993068421729,0,2356,3,250
"15",1980,405,20.4545454545455,198.013636363636,343.954643348597,0,3314,3,306
"16",1980,352,17.7777777777778,165.034848484848,279.965830763101,0,2356,3,259
"17",1980,457,23.0808080808081,184.325252525253,361.59417712745,0,2586,3,190
"18",1980,451,22.7777777777778,218.436868686869,412.491144718576,0,2839,3,261.25
"19",1980,443,22.3737373737374,158.196464646465,279.674535249692,0,1954,3,212
"20",1980,340,17.1717171717172,177.090909090909,337.915969501061,0,2507,3,212
"21",1980,368,18.5858585858586,140.207575757576,292.153221173278,0,2356,3,139
"22",1980,526,26.5656565656566,101.552525252525,263.37493715742,0,2284,0,27
"23",1980,846,42.7272727272727,48.5959595959596,173.105316542557,0,1620,0,3
