"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,736,81.7777777777778,24.7388888888889,99.6548193734154,0,890,0,0
"01",900,726,80.6666666666667,34.5777777777778,148.015344917292,0,2016,0,0
"02",900,663,73.6666666666667,16.4477777777778,71.6277808034035,0,1428,0,3
"03",900,704,78.2222222222222,6.85777777777778,29.9981793210138,0,338,0,0
"04",900,685,76.1111111111111,11.7122222222222,57.4989139091271,0,1111,0,0
"05",900,500,55.5555555555556,100.875555555556,257.489051922779,0,1836,0,46.25
"06",900,276,30.6666666666667,349.93,526.450794396801,0,4245,0,626
"07",900,222,24.6666666666667,231.881111111111,331.931175235641,0,2284,3,330.5
"08",900,130,14.4444444444444,526.997777777778,551.47567833884,0,3214,3,862
"09",955,203,21.2565445026178,391.625130890052,444.848097642041,0,2839,3,712
"10",900,134,14.8888888888889,495.878888888889,541.372077354309,0,2929,3,809
"11",900,109,12.1111111111111,398.666666666667,449.677825592736,0,3418,34,587
"12",900,51,5.66666666666667,550.437777777778,515.263414728723,0,2839,120,835
"13",900,50,5.55555555555556,521.723333333333,472.710246094867,0,3418,111,734
"14",900,58,6.44444444444444,398.075555555556,426.314008548351,0,2586,87.25,568
"15",900,143,15.8888888888889,433.111111111111,500.356207808866,0,4245,24,689
"16",900,284,31.5555555555556,261.441111111111,373.305249968356,0,2146,0,425
"17",900,245,27.2222222222222,283.413333333333,355.331176486549,0,1954,0,469
"18",900,196,21.7777777777778,402.055555555556,514.019183540924,0,3869,12,646
"19",900,212,23.5555555555556,373.432222222222,457.667665157063,0,2430,8,587
"20",900,191,21.2222222222222,362.76,433.529157920802,0,2507,12,611
"21",900,229,25.4444444444444,262.092222222222,483.429000813038,0,3869,0,298.5
"22",900,268,29.7777777777778,187.938888888889,370.824673422942,0,2430,0,172
"23",900,569,63.2222222222222,96.3511111111111,295.417084254634,0,2586,0,29.25
