"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,145,16.1111111111111,39.92,142.810640433879,0,1886,3,12
"01",900,211,23.4444444444444,37.6955555555556,144.101005015652,0,1829,3,4
"02",900,180,20,15.6388888888889,46.3684719763849,0,384,3,4
"03",900,124,13.7777777777778,23.5377777777778,78.6204022376123,0,1142,3,4
"04",900,143,15.8888888888889,22.8233333333333,72.6187639884043,0,915,3,4
"05",900,129,14.3333333333333,24.5366666666667,76.7933953726408,0,1073,3,4
"06",900,118,13.1111111111111,39.1466666666667,125.170356173162,0,1773,3,4
"07",900,33,3.66666666666667,350.197777777778,463.129066877501,0,2420,4,566
"08",900,13,1.44444444444444,257.015555555556,343.992885726908,0,2657,22,372
"09",900,16,1.77777777777778,285.204444444444,350.282749895783,0,2347,27,397
"10",900,1,0.111111111111111,344.473333333333,384.366917131976,0,2828,74,471.75
"11",900,1,0.111111111111111,291.424444444444,373.470775716024,0,2741,27,410
"12",930,14,1.50537634408602,366.781720430108,434.531997344372,0,3300,37.25,499
"13",939,2,0.212992545260916,306.301384451544,423.325704559667,0,3974,30,410
"14",900,7,0.777777777777778,380.605555555556,525.131793375759,0,4228,40,427.5
"15",900,7,0.777777777777778,345.151111111111,467.450802761212,0,4228,27,483
"16",900,8,0.888888888888889,464.981111111111,454.165663765293,0,3300,53,687
"17",900,13,1.44444444444444,365.08,385.137544215576,0,2347,56,515
"18",900,29,3.22222222222222,225.136666666667,282.615749840383,0,1718,22,337
"19",900,13,1.44444444444444,358.751111111111,374.652379107858,0,2275,50,549
"20",900,23,2.55555555555556,191.086666666667,304.869371979343,0,2072,6,259
"21",900,25,2.77777777777778,164.941111111111,242.145149657509,0,1515,6,234
"22",900,15,1.66666666666667,178.073333333333,293.165105053299,0,2420,6,227
"23",900,48,5.33333333333333,179.835555555556,316.306383450592,0,2008,3,234
