"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1020,710,69.6078431372549,86.7598039215686,241.297641244639,0,1836,0,17
"01",1020,823,80.6862745098039,50.693137254902,279.500168887614,0,6752,0,0
"02",1020,922,90.3921568627451,19.4735294117647,102.887002650102,0,1570,0,0
"03",1020,963,94.4117647058823,4.27156862745098,25.4415718366096,0,398,0,0
"04",1020,937,91.8627450980392,15.4647058823529,101.438117042937,0,1221,0,0
"05",1020,901,88.3333333333333,29.9735294117647,169.818133641661,0,2214,0,0
"06",1020,633,62.0588235294118,137.396078431373,263.47422512555,0,1428,0,134
"07",1020,489,47.9411764705882,196.343137254902,344.23688682532,0,3752,0,296
"08",1020,399,39.1176470588235,170.612745098039,253.581041264962,0,2080,0,244
"09",1080,395,36.5740740740741,149.124074074074,234.901689794827,0,1894,0,212
"10",1080,367,33.9814814814815,175.52962962963,256.594307423747,0,1570,0,242
"11",1080,204,18.8888888888889,260.903703703704,324.008206490518,0,2668,30,386
"12",1080,240,22.2222222222222,268.136111111111,360.740360872775,0,2752,6,373
"13",1072,257,23.9738805970149,222.124067164179,295.580270108748,0,2214,3,317
"14",1020,231,22.6470588235294,276.740196078431,364.373470033616,0,3418,8,411
"15",1020,274,26.8627450980392,359.847058823529,417.140876015243,0,2284,0,606
"16",1020,559,54.8039215686275,171.956862745098,349.035328514869,0,2430,0,160
"17",1020,480,47.0588235294118,213.443137254902,363.541034965773,0,2214,0,286
"18",1020,454,44.5098039215686,281.345098039216,517.846577706833,0,3869,0,340.75
"19",1020,412,40.3921568627451,157.204901960784,266.897028317515,0,1894,0,212
"20",1020,380,37.2549019607843,188.601960784314,346.101533140886,0,2356,0,184
"21",1020,337,33.0392156862745,190.111764705882,319.454756992728,0,1725,0,226
"22",1020,390,38.2352941176471,168.097058823529,326.616687630983,0,2586,0,172
"23",1020,547,53.6274509803922,102.511764705882,244.919563529405,0,2080,0,88
