"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1200,169,14.0833333333333,45.5083333333333,135.591109792522,0,1782,3,26
"01",1200,362,30.1666666666667,34.6791666666667,129.64066421261,0,1522,0,10
"02",1200,500,41.6666666666667,18.585,75.985849446438,0,834,0,7
"03",1200,573,47.75,8.8275,45.1096088184819,0,979,0,7
"04",1200,673,56.0833333333333,5.81333333333333,24.7111112944507,0,586,0,7
"05",1200,591,49.25,10.2891666666667,54.4677381090662,0,1221,0,7
"06",1200,601,50.0833333333333,30.4833333333333,128.591937127232,0,1621,0,7
"07",1200,419,34.9166666666667,85.63,226.290733379307,0,1958,0,7
"08",1200,355,29.5833333333333,76.88,190.449139305534,0,1430,0,22
"09",1260,279,22.1428571428571,121.553174603175,215.597110206859,0,1183,3,153.25
"10",1260,225,17.8571428571429,123.868253968254,227.501056793291,0,2288,5,167
"11",1260,103,8.17460317460317,136.042063492064,245.777812138005,0,1673,5,168
"12",1258,149,11.8441971383148,133.286168521463,268.213021911275,0,1782,5,97
"13",1200,52,4.33333333333333,178.138333333333,260.630167608136,0,1782,7,240
"14",1200,41,3.41666666666667,212.058333333333,308.276702603947,0,1782,7,315
"15",1200,53,4.41666666666667,232.8875,311.940593631832,0,1782,6.5,396
"16",1200,124,10.3333333333333,161.093333333333,280.872775265707,0,2218,5,209
"17",1200,142,11.8333333333333,154.996666666667,271.705974850628,0,1958,5,189
"18",1200,76,6.33333333333333,184.700833333333,287.411895481077,0,2084,5,284
"19",1200,86,7.16666666666667,149.248333333333,256.138349417375,0,1782,5,175
"20",1200,94,7.83333333333333,187.319166666667,395.763999439079,0,2674,5,157
"21",1200,105,8.75,136.605833333333,244.414127430021,0,2218,5,175
"22",1200,186,15.5,74.78,178.802130211416,0,1673,3,52
"23",1200,143,11.9166666666667,66.885,165.587397155542,0,1571,3,38.5
