"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,692,76.8888888888889,72.4022222222222,270.566012406554,0,2205,0,0
"01",900,830,92.2222222222222,9.88777777777778,49.8029450143,0,624,0,0
"02",900,818,90.8888888888889,13.5588888888889,61.4692728152252,0,624,0,0
"03",900,824,91.5555555555556,11.9844444444444,58.1426822922748,0,887,0,0
"04",900,790,87.7777777777778,17.11,71.2391053669377,0,975,0,0
"05",900,781,86.7777777777778,14.8744444444444,61.354499851947,0,687,0,0
"06",900,482,53.5555555555556,311.072222222222,512.007743251674,0,2420,0,453
"07",900,276,30.6666666666667,365.482222222222,449.112097355,0,2138,0,531
"08",900,195,21.6666666666667,293.418888888889,328.936184442996,0,2657,11.5,441.75
"09",960,110,11.4583333333333,367.46875,392.501202567846,0,2420,67.25,553.25
"10",960,114,11.875,412.308333333333,484.4694406559,0,4935,65,586
"11",960,95,9.89583333333333,406.363541666667,395.834486486896,0,3736,134,586
"12",960,119,12.3958333333333,435.895833333333,406.329922380861,0,2275,88,687
"13",960,138,14.375,488.795833333333,449.000530646325,0,2918,125,756
"14",960,135,14.0625,399.135416666667,353.708864446662,0,1886,128,605
"15",960,78,8.125,527.392708333333,477.907505578623,0,2657,172,781
"16",960,191,19.8958333333333,458.253125,507.597440000974,0,2918,34.75,756
"17",960,396,41.25,245.566666666667,438.52355105675,0,2657,0,351
"18",960,246,25.625,334.915625,484.570650680758,0,3009,0,483
"19",960,204,21.25,392.501041666667,502.830540697295,0,3512,9,586
"20",903,147,16.2790697674419,378.809523809524,529.320127504595,0,4228,50,483
"21",900,214,23.7777777777778,246.664444444444,363.739909189947,0,3853,3,337
"22",900,355,39.4444444444444,157.713333333333,329.375203250228,0,2657,0,149
"23",900,430,47.7777777777778,221.046666666667,441.664651195547,0,2741,0,187.25
