"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,319,35.4444444444444,147.092222222222,385.492423551677,0,2911,0,60
"01",900,502,55.7777777777778,70.2455555555556,208.27043665764,0,2341,0,32
"02",900,595,66.1111111111111,83.4133333333333,241.842837391921,0,2066,0,5
"03",900,604,67.1111111111111,46.3011111111111,160.055487454797,0,1418,0,3.5
"04",900,657,73,42.1333333333333,163.571029361173,0,1824,0,3
"05",900,604,67.1111111111111,55.8222222222222,241.662428203661,0,2651,0,3
"06",900,427,47.4444444444444,336.761111111111,609.832946033362,0,3097,0,464
"07",900,357,39.6666666666667,257.293333333333,516.945177489332,0,3729,0,264
"08",900,391,43.4444444444444,361.693333333333,578.037748670148,0,5931,0,582
"09",960,345,35.9375,371.78125,584.606315722101,0,3506,0,640
"10",960,219,22.8125,433.6375,601.056561780014,0,3729,3,705
"11",960,113,11.7708333333333,442.789583333333,535.064052860045,0,2651,5,683
"12",960,45,4.6875,550.225,594.588780532688,0,2911,12,911
"13",960,4,0.416666666666667,669.266666666667,681.551453270395,0,4093,119.75,971
"14",960,6,0.625,628.995833333333,749.676184515802,0,4221,90,883
"15",960,4,0.416666666666667,625.123958333333,674.520524294428,0,4093,131,883
"16",960,104,10.8333333333333,402.63125,531.088860699235,0,3968,15,564
"17",960,80,8.33333333333333,450.663541666667,589.17712037207,0,3616,15,683
"18",960,16,1.66666666666667,496.752083333333,540.020434669001,0,3195,38,776
"19",959,30,3.12825860271116,510.832116788321,627.880611740801,0,3097,34,854
"20",900,32,3.55555555555556,420.178888888889,572.320546359462,0,3506,27,620
"21",900,58,6.44444444444444,314.005555555556,530.730117049843,0,3729,18,334
"22",900,104,11.5555555555556,176.601111111111,297.324722950377,0,2269,5,208
"23",900,213,23.6666666666667,235.144444444444,491.055677880717,0,3506,3,195.75
