"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,736,81.7777777777778,20.2833333333333,66.6267703665516,0,977,0,0
"01",900,753,83.6666666666667,19.0522222222222,68.641112946997,0,736,0,0
"02",900,763,84.7777777777778,19.7044444444444,76.9459121404795,0,917,0,0
"03",900,789,87.6666666666667,12.14,51.1107367216651,0,669,0,0
"04",900,774,86,12.7611111111111,45.8492189412015,0,390,0,0
"05",900,698,77.5555555555556,35.9411111111111,103.020208601512,0,1040,0,0
"06",900,609,67.6666666666667,158.125555555556,380.838870941274,0,2561,0,49
"07",900,598,66.4444444444444,102.967777777778,227.111405986589,0,1466,0,64
"08",900,443,49.2222222222222,142.421111111111,232.220445396536,0,1609,0,197
"09",960,178,18.5416666666667,253.032291666667,321.462861336943,0,2000,2.75,356.75
"10",960,129,13.4375,265.788541666667,327.88005524853,0,2194,17,429
"11",960,119,12.3958333333333,297.565625,320.009270371495,0,2127,64,415
"12",960,162,16.875,323.985416666667,321.290151766825,0,1880,44,487
"13",960,147,15.3125,323.592708333333,298.80450667718,0,1712,80.25,472
"14",960,158,16.4583333333333,297.820833333333,323.112378529276,0,2127,42,457
"15",960,126,13.125,349.5625,388.011137206723,0,2725,61,491
"16",960,203,21.1458333333333,237.698958333333,289.390215034699,0,3083,11.75,365
"17",960,212,22.0833333333333,221.869791666667,282.388192873585,0,1421,8,342
"18",960,211,21.9791666666667,230.628125,350.451920723686,0,2334,5,292
"19",957,237,24.7648902821317,186.710553814002,313.595855670862,0,3180,2,240
"20",900,177,19.6666666666667,143.553333333333,244.790924479346,0,2483,5,167
"21",900,176,19.5555555555556,113.128888888889,178.196861084055,0,1466,5,138
"22",900,205,22.7777777777778,117.163333333333,250.101970283099,0,2725,2,103
"23",900,516,57.3333333333333,77.35,208.949368105268,0,1939,0,44
