"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1020,461,45.1960784313725,45.871568627451,142.592917472562,0,1522,0,5
"01",1020,500,49.0196078431373,14.7166666666667,55.432593663845,0,645,0,5
"02",1020,509,49.9019607843137,14.2117647058824,55.7067206276309,0,834,0,5
"03",1020,460,45.0980392156863,10.921568627451,39.3281123060416,0,533,0,5
"04",1020,408,40,15.7078431372549,65.6285001852111,0,1183,0,5
"05",1020,482,47.2549019607843,64.4166666666667,186.262627373031,0,1621,0,5
"06",1020,253,24.8039215686275,199.201960784314,290.061535206172,0,2020,3,325
"07",1020,194,19.0196078431373,258.099019607843,371.787276805336,0,2020,3,399.5
"08",1020,163,15.9803921568627,197.570588235294,296.629433009643,0,2935,3,284
"09",1080,124,11.4814814814815,195.591666666667,287.48621424014,0,1839,5,260
"10",1033,21,2.03291384317522,281.81316553727,332.451519081623,0,2020,19,410
"11",1020,34,3.33333333333333,302.770588235294,345.563987416318,0,1673,28.75,438
"12",1020,96,9.41176470588235,330.35,397.923427336909,0,2593,7,498
"13",1020,67,6.56862745098039,343.589215686274,418.012180919208,0,2593,13.5,515
"14",1020,37,3.62745098039216,341.746078431373,405.19511678166,0,3648,14,533
"15",1020,44,4.31372549019608,373.490196078431,547.190605982707,0,8000,39.5,483
"16",1020,7,0.686274509803922,315.205882352941,317.968799990078,0,2361,42.75,498
"17",1020,13,1.27450980392157,298.71568627451,359.123717545157,0,2593,9,451
"18",1020,47,4.6078431372549,241.540196078431,300.977363368112,0,1839,5,363
"19",1020,12,1.17647058823529,269.988235294118,322.628857428405,0,2218,9,410
"20",1020,16,1.56862745098039,234.292156862745,277.466660574523,0,1673,10,336
"21",1020,47,4.6078431372549,258.024509803922,343.421353575336,0,2759,5,360
"22",1020,48,4.70588235294118,198.241176470588,295.775341551423,0,2513,5,258
"23",1020,271,26.5686274509804,134.847058823529,241.82683473757,0,2593,0,163
