"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",2220,1516,68.2882882882883,82.9702702702703,248.328254642933,0,3654,0,27
"01",2160,1723,79.7685185185185,37.9162037037037,157.424111911283,0,2766,0,0
"02",2100,1811,86.2380952380952,17.6719047619048,85.4085686734617,0,1313,0,0
"03",2100,1879,89.4761904761905,22.232380952381,112.397813626005,0,1849,0,0
"04",2160,1866,86.3888888888889,39.1717592592593,159.323635947178,0,1908,0,0
"05",2160,1994,92.3148148148148,13.9064814814815,78.5087124417026,0,1022,0,0
"06",2160,2007,92.9166666666667,13.0449074074074,103.613161279624,0,1849,0,0
"07",2160,1851,85.6944444444444,68.9634259259259,252.765764649609,0,1908,0,0
"08",2160,1811,83.8425925925926,46.7712962962963,186.352387010961,0,2370,0,0
"09",2160,1830,84.7222222222222,28.2212962962963,126.137415638943,0,1535,0,0
"10",2160,1722,79.7222222222222,59.6171296296296,198.385461353929,0,2094,0,0
"11",2160,1607,74.3981481481482,58.8717592592593,182.280872752035,0,1633,0,2
"12",2119,1472,69.466729589429,87.181689476168,215.604570907045,0,1488,0,30.5
"13",2100,1478,70.3809523809524,65.6919047619048,186.009235687425,0,1908,0,17
"14",2100,1450,69.0476190476191,81.9509523809524,227.413268389066,0,2521,0,29
"15",2160,1440,66.6666666666667,126.328703703704,275.231285636351,0,2094,0,87
"16",2160,1499,69.3981481481482,92.8388888888889,234.134500457455,0,1684,0,31.25
"17",2160,1439,66.6203703703704,119.769444444444,272.048162084287,0,2160,0,81
"18",2160,1406,65.0925925925926,104.973148148148,253.992441746557,0,1968,0,69
"19",2160,1418,65.6481481481481,101.465740740741,297.025662712466,0,4009,0,51.5
"20",2160,1435,66.4351851851852,73.6467592592593,186.81601379274,0,1849,0,43
"21",2160,1403,64.9537037037037,124.834722222222,280.231917779535,0,2227,0,78
"22",2160,1421,65.787037037037,74.7550925925926,190.44349819467,0,2521,0,45.5
"23",2160,1441,66.712962962963,92.8194444444444,239.014447774973,0,2370,0,35
