"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,290,32.2222222222222,275.467777777778,457.931024511049,0,3869,0,344
"01",900,504,56,193.136666666667,418.153640899022,0,3526,0,172
"02",900,634,70.4444444444444,118.325555555556,338.068319526772,0,2752,0,12
"03",900,796,88.4444444444444,16.8,118.698119631292,0,1954,0,0
"04",900,792,88,7.26,28.9789375393944,0,306,0,0
"05",900,803,89.2222222222222,8.80666666666667,34.9870524279673,0,349,0,0
"06",900,791,87.8888888888889,9.87111111111111,36.442940740266,0,373,0,0
"07",900,674,74.8888888888889,69.7022222222222,217.506529367826,0,2929,0,3
"08",900,610,67.7777777777778,114.308888888889,297.698136278331,0,3022,0,58.75
"09",960,427,44.4791666666667,354.767708333333,652.464700021941,0,4658,0,380
"10",960,251,26.1458333333333,365.563541666667,522.488632746473,0,3526,0,439
"11",960,213,22.1875,323.444791666667,411.592374398685,0,2752,8.75,411
"12",944,109,11.5466101694915,562.844279661017,780.293897447329,0,7182,139,611
"13",900,79,8.77777777777778,480.374444444444,552.396796830131,0,6347,154,587
"14",900,118,13.1111111111111,586.947777777778,849.316296740086,0,8000,116,783
"15",900,81,9,502.023333333333,677.288588040981,0,6964,98,667
"16",900,96,10.6666666666667,553.546666666667,840.692166120127,0,8000,70,712
"17",900,87,9.66666666666667,626.56,930.733421950869,0,8000,119,759
"18",900,108,12,675.013333333333,886.392208767757,0,5111,81.25,1010
"19",900,95,10.5555555555556,467.785555555556,517.533458384598,0,3314,88,667
"20",900,89,9.88888888888889,544.966666666667,672.510065011456,0,8000,107,712
"21",900,82,9.11111111111111,729.782222222222,829.979313648935,0,7182,146.75,1042
"22",900,101,11.2222222222222,478.471111111111,661.574639488162,0,5111,70,646
"23",900,129,14.3333333333333,370.665555555556,542.777248636696,0,3314,37.75,414.5
