"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1380,1078,78.1159420289855,52.6202898550725,176.092975622909,0,1712,0,0
"01",1380,1093,79.2028985507246,37.1094202898551,139.278479700089,0,2199,0,0
"02",1380,1061,76.8840579710145,63.181884057971,192.717747122342,0,1882,0,0
"03",1380,1092,79.1304347826087,57.1760869565217,213.788266570077,0,2651,0,0
"04",1380,1192,86.3768115942029,19.7920289855072,94.2728490059285,0,1034,0,0
"05",1380,1175,85.1449275362319,28.881884057971,145.447362564901,0,1824,0,0
"06",1380,1060,76.8115942028985,79.3623188405797,256.367751686603,0,2911,0,0
"07",1380,969,70.2173913043478,130.834782608696,312.394084537427,0,2492,0,3
"08",1380,867,62.8260869565217,184.8,356.191950272214,0,2492,0,248
"09",1440,844,58.6111111111111,220.720138888889,394.404182205148,0,3002,0,313
"10",1440,695,48.2638888888889,316.440277777778,460.136553185473,0,2735,0,545
"11",1440,674,46.8055555555556,291.386805555556,444.904835222056,0,3195,0,464
"12",1440,615,42.7083333333333,381.452777777778,544.678640991156,0,3729,0,620
"13",1385,609,43.971119133574,379.446209386282,518.438309273253,0,3195,0,640
"14",1380,499,36.1594202898551,415.563768115942,549.011428391985,0,4354,0,645.5
"15",1380,517,37.463768115942,403.347826086957,515.44998191909,0,3847,0,662
"16",1380,489,35.4347826086957,404.757246376812,503.967691562559,0,3296,0,625
"17",1380,520,37.6811594202899,331.144202898551,425.176005276763,0,2570,0,545
"18",1380,602,43.6231884057971,365.707246376812,526.014289192567,0,4490,0,620
"19",1380,563,40.7971014492754,332.613768115942,479.859312185592,0,8000,0,564
"20",1380,556,40.2898550724638,308.783333333333,402.780636216897,0,2199,0,529
"21",1380,599,43.4057971014493,311.917391304348,467.052992586939,0,3002,0,529
"22",1380,630,45.6521739130435,222.49347826087,364.502113005237,0,2570,0,357
"23",1380,795,57.6086956521739,211.153623188406,382.026457508271,0,2199,0,334
