"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1140,876,76.8421052631579,97.0236842105263,322.622406496233,0,2576,0,0
"01",1140,872,76.4912280701754,91.2315789473684,289.862352460872,0,2347,0,0
"02",1140,956,83.859649122807,34.2824561403509,129.415139599039,0,1295,0,0
"03",1140,961,84.2982456140351,30.8289473684211,141.878992464853,0,1829,0,0
"04",1140,959,84.1228070175438,16.2912280701754,66.9546602206926,0,1142,0,0
"05",1140,925,81.140350877193,47.8631578947368,172.284619271219,0,1515,0,0
"06",1140,546,47.8947368421053,258.043859649123,372.16729201509,0,2138,0,424
"07",1140,509,44.6491228070175,170.636842105263,255.380072162645,0,1614,0,268
"08",1140,483,42.3684210526316,147.352631578947,231.098898368499,0,1829,0,219
"09",1200,507,42.25,148.269166666667,237.855522163824,0,1665,0,219
"10",1200,483,40.25,188.256666666667,253.32071953292,0,1614,0,316
"11",1200,490,40.8333333333333,160.8325,247.379030567239,0,1614,0,241
"12",1200,417,34.75,214.49,261.364492101438,0,1718,0,360
"13",1149,340,29.5909486510009,221.811140121845,274.814435360951,0,1665,0,349
"14",1140,313,27.4561403508772,260.19649122807,325.313407319053,0,2205,0,384
"15",1140,314,27.5438596491228,323.615789473684,393.4124962428,0,2918,0,471.75
"16",1140,427,37.4561403508772,283.979824561404,399.894650894259,0,2205,0,438
"17",1140,427,37.4561403508772,295.373684210526,402.975792991432,0,1829,0,531
"18",1140,323,28.3333333333333,316.285087719298,400.865262949959,0,2275,0,549
"19",1140,414,36.3157894736842,198.510526315789,284.63452664938,0,1773,0,329.5
"20",1140,483,42.3684210526316,212.550877192982,377.618878768515,0,2741,0,279
"21",1140,592,51.9298245614035,128.187719298246,278.62737967749,0,2072,0,108.25
"22",1140,717,62.8947368421053,108.959649122807,313.836692941688,0,2828,0,38
"23",1140,823,72.1929824561404,109.244736842105,348.809681320107,0,2918,0,3
