"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1320,653,49.469696969697,193.537121212121,311.325038978016,0,2131,0,293
"01",1320,666,50.4545454545455,181.147727272727,318.235695185274,0,1824,0,231
"02",1320,766,58.030303030303,134.293939393939,282.95848214317,0,2199,0,141
"03",1320,886,67.1212121212121,111.331060606061,237.568792680956,0,1767,0,106
"04",1320,942,71.3636363636364,117.053787878788,278.764629864657,0,2492,0,52
"05",1320,914,69.2424242424242,170.724242424242,361.589846793576,0,3097,0,83
"06",1320,919,69.6212121212121,177.301515151515,353.287575054118,0,1942,0,107.25
"07",1320,888,67.2727272727273,137.813636363636,316.526020851488,0,2911,0,103.75
"08",1320,972,73.6363636363636,73.9,220.268505249507,0,2415,0,8
"09",1380,1065,77.1739130434783,62.3673913043478,192.81775848178,0,2341,0,0
"10",1380,982,71.1594202898551,96.4202898550725,223.955482587961,0,2199,0,23.5
"11",1380,900,65.2173913043478,159.170289855072,299.963607874734,0,2003,0,278
"12",1380,847,61.3768115942029,204.844202898551,354.301500052622,0,2003,0,311
"13",1336,814,60.9281437125748,189.053892215569,382.080165049385,0,2651,0,181
"14",1320,678,51.3636363636364,160.890151515152,297.846927668278,0,2911,0,231
"15",1320,721,54.6212121212121,201.938636363636,350.273303917253,0,2492,0,258
"16",1320,517,39.1666666666667,252.525757575758,340.501882983889,0,2199,0,381
"17",1320,533,40.3787878787879,251.124242424242,355.320237651179,0,3506,0,407
"18",1320,563,42.6515151515151,213.558333333333,338.222057759495,0,3002,0,313
"19",1320,629,47.6515151515151,149.376515151515,250.101471252461,0,1824,0,231
"20",1320,558,42.2727272727273,254.088636363636,378.358449719651,0,2199,0,407
"21",1320,593,44.9242424242424,232.508333333333,386.209086650381,0,3097,0,346
"22",1320,604,45.7575757575758,182.119696969697,293.274035088728,0,2066,0,231
"23",1320,561,42.5,235.194696969697,375.560741196663,0,2341,0,315.25
