"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",840,731,87.0238095238095,31.3380952380952,142.156412961462,0,1620,0,0
"01",840,767,91.3095238095238,13.4309523809524,72.4194838364619,0,1146,0,0
"02",840,769,91.5476190476191,14.3154761904762,79.5059791067197,0,1221,0,0
"03",840,781,92.9761904761905,7.86428571428571,36.5826985909946,0,386,0,0
"04",840,758,90.2380952380952,13.3916666666667,70.3665538242404,0,1010,0,0
"05",840,746,88.8095238095238,11.7214285714286,44.6878301379501,0,425,0,0
"06",840,236,28.0952380952381,468.791666666667,567.336640432884,0,2668,0,789.5
"07",840,210,25,426.239285714286,496.701252836365,0,2507,2.25,689
"08",890,82,9.21348314606742,314.996629213483,387.201419478568,0,2668,47.5,425
"09",900,50,5.55555555555556,326.836666666667,340.988230431121,0,1954,85,439
"10",900,40,4.44444444444444,368.121111111111,380.258892253432,0,2284,111,517
"11",900,70,7.77777777777778,303.981111111111,364.673393238731,0,2507,58,414.5
"12",900,61,6.77777777777778,357.935555555556,419.924804251968,0,2752,69.25,517
"13",880,25,2.84090909090909,514.010227272727,501.733437637591,0,3869,134,734
"14",840,45,5.35714285714286,523.903571428571,471.954224954146,0,2752,107,835
"15",840,35,4.16666666666667,447.069047619048,474.433716764927,0,2839,73,667
"16",840,10,1.19047619047619,482.091666666667,393.152028117562,0,2214,166,667
"17",840,28,3.33333333333333,556.167857142857,547.476783766201,0,3116,107,835
"18",840,37,4.40476190476191,437.414285714286,477.164504168973,0,3116,82,626
"19",840,48,5.71428571428571,381.216666666667,407.565569162151,0,2929,82,517
"20",840,70,8.33333333333333,273.077380952381,344.218996404012,0,2507,64,358
"21",840,112,13.3333333333333,236.427380952381,297.083843344679,0,1894,37,317
"22",840,40,4.76190476190476,699.871428571429,510.554100958075,0,3314,317,1042
"23",840,321,38.2142857142857,310.14880952381,441.332210092183,0,3116,0,439
