"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1440,746,51.8055555555556,33.9375,114.954800843506,0,1273,0,4
"01",1440,861,59.7916666666667,16.5881944444444,62.003871291328,0,746,0,2
"02",1440,1022,70.9722222222222,5.425,29.1507297536487,0,580,0,2
"03",1440,1000,69.4444444444444,8.36319444444444,42.8179481609694,0,637,0,2
"04",1440,957,66.4583333333333,9.2875,40.9438587051905,0,510,0,2
"05",1440,944,65.5555555555556,17.0833333333333,71.964945910414,0,770,0,2
"06",1440,823,57.1527777777778,57.1388888888889,157.27154631026,0,1313,0,3
"07",1440,725,50.3472222222222,60.5868055555556,155.48194738294,0,1123,0,13.25
"08",1440,639,44.375,71.66875,167.698410162993,0,1123,0,33
"09",1500,645,43,93.198,195.839327402435,0,1273,0,69.75
"10",1457,388,26.6300617707618,182.147563486616,255.77969743932,0,1398,0,305
"11",1440,271,18.8194444444444,205.943055555556,271.704489519635,0,1535,2,336
"12",1440,220,15.2777777777778,215.329166666667,274.055474384851,0,1583,2,382
"13",1440,327,22.7083333333333,214.7875,290.79371979797,0,1535,2,394
"14",1440,406,28.1944444444444,161.85,259.756139447256,0,1535,0,236.25
"15",1440,479,33.2638888888889,135.113888888889,237.615355581111,0,1535,0,181.5
"16",1440,571,39.6527777777778,104.954861111111,208.172587806579,0,2094,0,116
"17",1440,464,32.2222222222222,113.288194444444,207.896382285531,0,1234,0,153
"18",1440,373,25.9027777777778,147.75,241.895278831106,0,1313,0,214.75
"19",1440,382,26.5277777777778,103.188194444444,186.022733184697,0,1234,0,138.25
"20",1440,520,36.1111111111111,72.2027777777778,150.605649634398,0,1234,0,69
"21",1440,553,38.4027777777778,89.4444444444444,184.214436704751,0,1234,0,84
"22",1440,567,39.375,66.1451388888889,159.945992157378,0,2682,0,55
"23",1440,618,42.9166666666667,52.8611111111111,149.02751755411,0,1355,0,26
