"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1020,521,51.078431372549,114.512745098039,318.88922283752,0,3116,0,23.25
"01",1020,699,68.5294117647059,37.2352941176471,167.33364017396,0,2839,0,6
"02",1020,723,70.8823529411765,17.4862745098039,78.3338944923756,0,1260,0,6
"03",1020,707,69.3137254901961,30.1823529411765,143.572257805391,0,1894,0,6
"04",1020,790,77.4509803921569,9.59117647058824,52.2011332506098,0,734,0,0
"05",1020,731,71.6666666666667,18.3941176470588,83.7760435958571,0,1042,0,5.25
"06",1020,595,58.3333333333333,117.150980392157,298.192732211383,0,1780,0,8
"07",1020,266,26.078431372549,277.747058823529,394.085192691008,0,2586,0,439
"08",1020,236,23.1372549019608,388.855882352941,530.181856161868,0,3418,5,611
"09",973,174,17.8828365878726,249.930113052415,323.779419350181,0,2146,8,349
"10",1020,81,7.94117647058823,322.991176470588,376.595803658586,0,2146,26.75,469
"11",1020,43,4.2156862745098,305.562745098039,369.32942042209,0,3314,12,442.75
"12",1020,30,2.94117647058824,337.1,449.82060517504,0,3418,29.25,439
"13",1020,11,1.07843137254902,326.116666666667,363.465436823268,0,2214,40,473
"14",1020,38,3.72549019607843,470.097058823529,529.208069622023,0,2929,28.5,712
"15",1020,53,5.19607843137255,450.852941176471,494.13917967737,0,3752,15,667
"16",1020,143,14.0196078431373,350.787254901961,515.929530560835,0,3214,6,533
"17",1020,38,3.72549019607843,392.676470588235,447.652675404882,0,2752,12,568
"18",1020,56,5.49019607843137,313.457843137255,360.500161205104,0,2080,8,473
"19",1020,102,10,224.098039215686,346.220315075856,0,3116,6,286
"20",1020,39,3.82352941176471,278.875490196078,363.181926943164,0,2430,12,411
"21",1020,49,4.80392156862745,211.740196078431,267.943943707522,0,3418,8,286
"22",1020,69,6.76470588235294,194.933333333333,273.943038760694,0,2668,8,235
"23",1020,165,16.1764705882353,270.98137254902,447.290168946941,0,4658,8,361
