"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",900,826,91.7777777777778,11.4022222222222,63.9095787448599,0,1010,0,0
"01",900,808,89.7777777777778,13.4666666666667,63.2140808858829,0,783,0,0
"02",900,804,89.3333333333333,16.8144444444444,83.4154005316369,0,1010,0,0
"03",900,825,91.6666666666667,14.7533333333333,79.7958409960504,0,1221,0,0
"04",900,821,91.2222222222222,9.46,45.0219024685873,0,533,0,0
"05",900,678,75.3333333333333,113.105555555556,316.780893620646,0,2016,0,0
"06",900,313,34.7777777777778,454.343333333333,520.328059122437,0,2668,0,740.25
"07",900,315,35,273.906666666667,444.759191896489,0,3637,0,389
"08",900,191,21.2222222222222,539.506666666667,508.843471499053,0,2507,48.25,835
"09",960,146,15.2083333333333,359.511458333333,352.243422138723,0,2284,82,517
"10",960,143,14.8958333333333,428.336458333333,464.466278880232,0,3022,78.25,626
"11",960,174,18.125,384.577083333333,466.649730645375,0,2668,26.75,591.75
"12",938,139,14.818763326226,401.396588486141,414.748832287398,0,3022,85.75,568
"13",900,82,9.11111111111111,449.115555555556,428.622674491356,0,3116,116,631
"14",900,61,6.77777777777778,532.908888888889,434.789303081853,0,3022,178,783
"15",900,115,12.7777777777778,396.265555555556,454.305713532652,0,4658,47,606
"16",900,226,25.1111111111111,341.913333333333,441.556727932213,0,2284,0,587
"17",900,114,12.6666666666667,495.168888888889,500.616656807673,0,3752,55,759
"18",900,119,13.2222222222222,404.414444444444,382.883089020483,0,2146,80.5,626
"19",900,145,16.1111111111111,394.485555555556,423.801235249657,0,2356,36.5,587
"20",900,119,13.2222222222222,335.612222222222,368.251875018248,0,2507,44,500
"21",900,142,15.7777777777778,306.802222222222,356.372058762284,0,2668,37,428.5
"22",900,255,28.3333333333333,283.973333333333,430.235281570843,0,2752,0,425
"23",900,681,75.6666666666667,103.195555555556,324.513589258062,0,2356,0,0
