"hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"00",1200,935,77.9166666666667,31.9058333333333,91.8064939219666,0,1146,0,0
"01",1200,998,83.1666666666667,28.3433333333333,97.5876097336824,0,1620,0,0
"02",1200,992,82.6666666666667,30.3875,102.066352408593,0,948,0,0
"03",1200,1056,88,16.1741666666667,83.4873180561119,0,1620,0,0
"04",1200,957,79.75,28.1366666666667,101.955572536268,0,1300,0,0
"05",1200,888,74,54.6791666666667,157.19113771919,0,1341,0,8
"06",1200,722,60.1666666666667,118.9525,232.82986284254,0,1428,0,167.5
"07",1200,664,55.3333333333333,162.4175,291.293900796002,0,1954,0,204
"08",1200,502,41.8333333333333,216.068333333333,326.724523759559,0,2430,0,328
"09",1260,574,45.5555555555556,183.556349206349,336.472153272577,0,2929,0,197
"10",1245,448,35.9839357429719,280.341365461847,446.056908038363,0,4658,0,425
"11",1200,419,34.9166666666667,251.6525,369.078228870617,0,2668,0,386
"12",1200,366,30.5,271.291666666667,359.502665826234,0,2507,0,389
"13",1200,405,33.75,237.605833333333,324.770956127944,0,2507,0,328
"14",1200,390,32.5,258.600833333333,361.257409052929,0,2507,0,373
"15",1200,384,32,367.231666666667,431.067123990038,0,2284,0,646
"16",1200,449,37.4166666666667,315.505,409.433704369293,0,2214,0,587
"17",1200,405,33.75,314.278333333333,383.447546453606,0,2146,0,533
"18",1200,398,33.1666666666667,274.103333333333,330.382962242818,0,2016,0,439
"19",1200,412,34.3333333333333,262.064166666667,345.364549825546,0,2668,0,398
"20",1200,502,41.8333333333333,167.234166666667,250.252608323302,0,1384,0,306
"21",1200,517,43.0833333333333,148.121666666667,263.528495462045,0,1894,0,197
"22",1200,622,51.8333333333333,132.291666666667,265.488508955746,0,2016,0,143
"23",1200,818,68.1666666666667,87.2891666666667,214.72431392788,0,1836,0,44
