"date","hour","nof_measurements","nof_zero","zero_proportion","mean","sd","min","max","quantile_25","quantile_75"
"2006-01-30","12",30,0,0,10.9666666666667,21.1129692668835,3,94,3,8.5
"2006-01-30","13",60,0,0,232.916666666667,289.549579587932,3,1039,47,235.75
"2006-01-30","14",60,1,1.66666666666667,199.766666666667,277.619747665373,0,1423,7.5,235.75
"2006-01-30","15",60,0,0,415.85,354.690833386113,3,1829,151.25,605
"2006-01-30","16",60,0,0,511.55,580.365443755126,3,1886,6.25,982.75
"2006-01-30","17",60,0,0,780.916666666667,512.463584209886,3,2347,438.75,1047.5
"2006-01-30","18",60,0,0,424.316666666667,276.119630893879,3,1295,241,558.25
"2006-01-30","19",60,0,0,330.866666666667,243.665334999105,41,975,128,475.75
"2006-01-30","20",60,0,0,160.233333333333,156.561285630235,3,644,37.75,265.5
"2006-01-30","21",60,0,0,223.633333333333,327.421977595319,3,1336,3,342.75
"2006-01-30","22",60,0,0,36.4333333333333,78.4284985099873,3,397,3,21.25
"2006-01-30","23",60,3,5,246.533333333333,390.159396660211,0,1886,3,375
"2006-01-31","00",60,9,15,24.6166666666667,58.7791302946215,0,372,3,14.5
"2006-01-31","01",60,33,55,10.7833333333333,29.667131653818,0,160,0,3
"2006-01-31","02",60,26,43.3333333333333,22.5666666666667,55.8449326006858,0,277,0,3
"2006-01-31","03",60,11,18.3333333333333,27.8166666666667,74.4683965880526,0,397,3,4
"2006-01-31","04",60,11,18.3333333333333,23.3,77.5972435295857,0,453,3,3
"2006-01-31","05",60,11,18.3333333333333,22.9666666666667,55.0558935303876,0,250,3,4
"2006-01-31","06",60,19,31.6666666666667,8.95,26.7007427053434,0,143,0,3
"2006-01-31","07",60,10,16.6666666666667,167.116666666667,269.011126457981,0,1006,3,261.25
"2006-01-31","08",60,0,0,375.616666666667,315.703792285232,3,1295,133.75,535.5
"2006-01-31","09",60,0,0,401.25,389.686689664524,3,1886,135.75,507
"2006-01-31","10",60,0,0,221.716666666667,155.694626325595,3,586,102,340
"2006-01-31","11",60,0,0,29.95,56.0207059177714,3,349,3,27.25
"2006-01-31","12",60,0,0,211.266666666667,207.986787933278,3,1295,160,161.5
"2006-01-31","13",60,0,0,120.75,68.5567005218358,3,160,120.75,160
"2006-01-31","14",60,1,1.66666666666667,176.966666666667,178.560056522479,0,1073,3,268
"2006-01-31","15",60,4,6.66666666666667,77.7,116.831952327887,0,453,3,115.25
"2006-01-31","16",60,0,0,223.733333333333,354.280548922225,3,1665,26.5,257.25
"2006-01-31","17",60,0,0,407.666666666667,284.348536826691,3,1336,195.25,586
"2006-01-31","18",60,0,0,64.8166666666667,176.639390549745,3,1073,3,35.75
"2006-01-31","19",60,0,0,470.916666666667,318.548311620323,3,1468,252.75,624
"2006-01-31","20",60,0,0,180.683333333333,163.916937591509,3,709,75.5,245.5
"2006-01-31","21",60,0,0,180.566666666667,233.324925595091,3,1178,32.5,258.75
"2006-01-31","22",60,0,0,197.75,165.936543415481,3,756,77,287.75
"2006-01-31","23",60,0,0,186.783333333333,162.365990810118,3,859,53,277
"2006-02-01","00",60,12,20,168.55,338.58085807917,0,1886,3,138.25
"2006-02-01","01",60,18,30,18.3666666666667,68.297694992166,0,468,0,3
"2006-02-01","02",60,12,20,29.1666666666667,73.2571895393827,0,384,3,3
"2006-02-01","03",60,15,25,10.7166666666667,37.7597632078662,0,197,2.25,3
"2006-02-01","04",60,8,13.3333333333333,65.8833333333333,152.950761066215,0,915,3,32
"2006-02-01","05",60,23,38.3333333333333,16.6,63.7184484899476,0,453,0,3
"2006-02-01","06",60,7,11.6666666666667,24.35,62.4624158180782,0,397,3,5.25
"2006-02-01","07",60,5,8.33333333333333,663.8,520.671072848968,0,2420,265.75,982.75
"2006-02-01","08",60,0,0,302.966666666667,399.016671274274,3,1829,50,372
"2006-02-01","09",60,0,0,199.8,226.543130177254,3,1468,64.25,270.25
"2006-02-01","10",60,0,0,359.066666666667,322.910748369312,22,1718,110.75,471.75
"2006-02-01","11",60,1,1.66666666666667,287.583333333333,427.956290008912,0,1946,19,438
"2006-02-01","12",60,0,0,357.4,273.007121034586,3,1468,163,487
"2006-02-01","13",60,0,0,551.5,382.476874231677,53,1515,208.25,762.25
"2006-02-01","14",60,0,0,331.416666666667,265.340477894044,3,1468,147.75,394
"2006-02-01","15",60,0,0,218.316666666667,211.289542817326,7,1006,70.25,279
"2006-02-01","16",60,0,0,621.15,407.952673601124,116,1886,327,762.25
"2006-02-01","17",60,0,0,517.716666666667,324.721006282168,53,1665,303.5,676
"2006-02-01","18",60,0,0,389.583333333333,273.218686339298,44,1006,143,585.5
"2006-02-01","19",60,0,0,490.766666666667,328.936672420812,3,1295,210.25,665
"2006-02-01","20",60,0,0,425.5,400.95747692877,3,1515,85.75,692.5
"2006-02-01","21",60,0,0,545.783333333333,293.663135251345,3,1515,369,670.5
"2006-02-01","22",60,0,0,271.016666666667,390.428252123866,3,2420,28.75,378.25
"2006-02-01","23",60,0,0,275.983333333333,359.486615656492,3,1718,38.75,396
"2006-02-02","00",60,29,48.3333333333333,36.1666666666667,130.542436332466,0,781,0,4.75
"2006-02-02","01",60,27,45,15.35,42.5480087765275,0,178,0,3
"2006-02-02","02",60,27,45,15.2666666666667,36.4128244621416,0,172,0,4.75
"2006-02-02","03",60,11,18.3333333333333,28.7333333333333,65.3916147287721,0,372,3,7.5
"2006-02-02","04",60,36,60,4.9,16.8891701334497,0,107,0,3
"2006-02-02","05",60,11,18.3333333333333,38.8,107.041224436259,0,515,3,3
"2006-02-02","06",60,10,16.6666666666667,67.35,173.967737609057,0,915,3,21.5
"2006-02-02","07",60,0,0,677.55,451.92820132466,7,1773,236,1106
"2006-02-02","08",60,0,0,299.3,435.834764988845,3,2008,37.75,337
"2006-02-02","09",60,0,0,181.7,184.680420259211,3,859,45.25,242.5
"2006-02-02","10",60,0,0,316.266666666667,301.86919754983,10,1718,132.75,384
"2006-02-02","11",60,0,0,197.816666666667,174.871235113316,3,1039,93.25,268
"2006-02-02","12",60,0,0,369.066666666667,306.839817243994,3,1614,182.5,487
"2006-02-02","13",60,0,0,164.833333333333,202.656774773463,3,1073,45.5,205
"2006-02-02","14",60,0,0,276.4,215.944139041653,3,859,131.75,410
"2006-02-02","15",60,0,0,506.266666666667,491.23158495408,3,2576,164.5,768.5
"2006-02-02","16",60,0,0,716.183333333333,385.44143707239,234,1886,468.25,806
"2006-02-02","17",60,1,1.66666666666667,284.8,275.867863235466,0,1468,100,394
"2006-02-02","18",60,0,0,386.45,340.528374337314,3,1564,106,567.75
"2006-02-02","19",60,0,0,314.966666666667,337.043223434735,3,1564,56,432.25
"2006-02-02","20",60,2,3.33333333333333,190.233333333333,218.533041884929,0,781,22.75,290.25
"2006-02-02","21",60,1,1.66666666666667,37.2666666666667,54.2060934302755,0,241,3,47.75
"2006-02-02","22",60,0,0,267.716666666667,301.387193482869,3,1255,11.25,438
"2006-02-02","23",60,2,3.33333333333333,269.9,396.2461014084,0,1829,8.5,387.25
"2006-02-03","00",60,16,26.6666666666667,14.3,42.6500541458515,0,277,0,3
"2006-02-03","01",60,21,35,20.7166666666667,51.4472221472323,0,285,0,4
"2006-02-03","02",60,37,61.6666666666667,15.1,50.3515438303702,0,337,0,3
"2006-02-03","03",60,17,28.3333333333333,21.9,56.3682504697188,0,268,0,3
"2006-02-03","04",60,12,20,27.0333333333333,66.4254307709581,0,349,3,3
"2006-02-03","05",60,22,36.6666666666667,32.2166666666667,78.2293654315258,0,410,0,7.75
"2006-02-03","06",60,7,11.6666666666667,53.8666666666667,117.598061016338,0,624,3,38
"2006-02-03","07",60,0,0,482.3,447.737222418444,3,1665,35.25,826.25
"2006-02-03","08",60,0,0,207.783333333333,259.103806935293,3,1142,38,235.75
"2006-02-03","09",60,0,0,356.483333333333,279.960256965566,21,1515,197,445.5
"2006-02-03","10",60,0,0,233.6,271.23885277415,3,1073,40.75,348.75
"2006-02-03","11",60,0,0,204.233333333333,248.671477968026,3,915,16,327
"2006-02-03","12",60,0,0,391.666666666667,455.26925043921,3,2657,96.25,535.5
"2006-02-03","13",60,0,0,245.933333333333,295.6459097549,3,1379,45.5,321.25
"2006-02-03","14",60,1,1.66666666666667,544.816666666667,441.517394772851,0,1564,208.25,733.25
"2006-02-03","15",60,2,3.33333333333333,425.866666666667,425.295050789436,0,1773,141.75,605.75
"2006-02-03","16",60,1,1.66666666666667,808.816666666667,586.356474315541,0,3300,515,1099.25
"2006-02-03","17",60,0,0,467.233333333333,323.025494437354,28,1217,208.25,687
"2006-02-03","18",60,4,6.66666666666667,276.233333333333,350.245500662697,0,1217,9,384
"2006-02-03","19",60,2,3.33333333333333,229.166666666667,272.377054626497,0,1006,7,360
"2006-02-03","20",60,14,23.3333333333333,61.2333333333333,216.906085017258,0,1255,3,8.5
"2006-02-03","21",60,13,21.6666666666667,141.983333333333,257.780585432629,0,1142,3,178
"2006-02-03","22",60,3,5,178.816666666667,278.966463671007,0,1178,7,250
"2006-02-03","23",60,8,13.3333333333333,124.616666666667,213.507598536371,0,1106,3,199.25
"2006-02-04","00",60,15,25,14.75,44.0125656171438,0,234,2.25,3
"2006-02-04","01",60,20,33.3333333333333,21.0333333333333,58.9112997899202,0,296,0,3
"2006-02-04","02",60,7,11.6666666666667,13.8333333333333,53.0344201204663,0,349,3,3
"2006-02-04","03",60,9,15,35.0333333333333,96.6613811140212,0,515,3,3
"2006-02-04","04",60,13,21.6666666666667,13.9166666666667,29.9050994272116,0,166,3,4
"2006-02-04","05",60,12,20,25.6333333333333,66.2089570126321,0,424,3,3
"2006-02-04","06",60,17,28.3333333333333,29.1,76.9075385870945,0,384,0,3
"2006-02-04","07",60,2,3.33333333333333,159.5,240.40012549702,0,887,3,206.75
"2006-02-04","08",60,2,3.33333333333333,186.816666666667,189.406879017656,0,733,26.25,298.5
"2006-02-04","09",60,0,0,636.583333333333,445.598256838124,3,1829,289.75,839.5
"2006-02-04","10",60,0,0,636.583333333333,509.811639914283,3,1718,195.25,1014.25
"2006-02-04","11",60,0,0,105.6,145.697062078496,3,709,21,138
"2006-02-04","12",60,0,0,592.2,551.213846963904,3,2420,113.75,901.5
"2006-02-04","13",60,1,1.66666666666667,215.45,239.176300126858,0,1178,3,372
"2006-02-04","14",60,1,1.66666666666667,360.033333333333,403.061544977374,0,2072,91.75,456.75
"2006-02-04","15",60,0,0,213.883333333333,362.302715066604,3,1515,3,235
"2006-02-04","16",60,7,11.6666666666667,161.183333333333,221.049384133928,0,859,3,363
"2006-02-04","17",60,1,1.66666666666667,198.983333333333,184.490640217014,0,709,62,306
"2006-02-04","18",60,2,3.33333333333333,137.283333333333,182.079801062068,0,859,8.5,169
"2006-02-04","19",60,0,0,667.233333333333,470.347630785264,3,2205,324.25,922.5
"2006-02-04","20",60,0,0,250.716666666667,369.862598934247,3,1773,54.5,261.25
"2006-02-04","21",60,3,5,94.35,109.122823817779,0,665,24.25,145.75
"2006-02-04","22",60,2,3.33333333333333,164.383333333333,355.318243205724,0,2347,21.25,149
"2006-02-04","23",60,0,0,397.916666666667,453.751118658253,3,2008,52.25,654.75
"2006-02-05","00",60,5,8.33333333333333,17.05,43.2981093257713,0,227,3,3
"2006-02-05","01",60,7,11.6666666666667,24.0666666666667,55.7971102667897,0,296,3,4
"2006-02-05","02",60,5,8.33333333333333,21.35,55.8274657512177,0,296,3,3
"2006-02-05","03",60,5,8.33333333333333,21.1,48.9412307548207,0,241,3,3
"2006-02-05","04",60,11,18.3333333333333,7.13333333333333,35.4627838663016,0,277,3,3
"2006-02-05","05",60,5,8.33333333333333,16.9166666666667,48.8648401089173,0,306,3,3
"2006-02-05","06",60,11,18.3333333333333,19.6,52.3259665907952,0,227,3,3
"2006-02-05","07",60,3,5,102.2,239.602552262799,0,1564,3,78.25
"2006-02-05","08",60,1,1.66666666666667,251.783333333333,282.89838216711,0,1073,15,445.5
"2006-02-05","09",60,0,0,223.85,377.400018188677,3,1564,4,187.25
"2006-02-05","10",60,0,0,526.383333333333,389.420520890201,4,1665,232.25,704.25
"2006-02-05","11",60,0,0,754.033333333333,562.764302250068,46,2741,327,1081.25
"2006-02-05","12",60,0,0,1001.61666666667,588.91348078738,121,3300,624,1178
"2006-02-05","13",60,1,1.66666666666667,203.133333333333,179.232399714295,0,733,88,240.25
"2006-02-05","14",60,0,0,267.65,295.604570100678,3,1255,77,329.5
"2006-02-05","15",60,0,0,207.7,304.043947537027,4,1336,40,191
"2006-02-05","16",60,0,0,97.5666666666667,159.758861367095,3,709,3,95
"2006-02-05","17",60,0,0,226.566666666667,220.391974896705,3,975,49,360
"2006-02-05","18",60,0,0,145.05,194.974785418917,3,915,18,161.5
"2006-02-05","19",60,0,0,348.683333333333,323.980983521589,3,1423,106.75,519
